deride,v.（轻蔑）嘲笑，愚弄,,
toothsome,a.可口的，美味的,,
repress,v.抑制，压抑；镇压,,
stubborn,a.固执的；难以改变的,,
smite,v.重击，猛打,,
descriptive,a.描述的,,
costume,n.服装；剧装,,
territorial,a.领土的；地方的,,
choosy,a.挑三拣四的，挑剔的,,
convict,v.定罪；n.罪犯,,
unleash,v.发泄，释放,,
brazen,a.厚脸皮的,,
guise,n.外观，装束,,
assent,v.同意，赞成,,
enchant,v.使迷醉；施魔法于,,
lace,n.鞋带，系带；网眼花边，透孔织品,,
spiritedness,n.有精神，活泼,,
obliqueness,n.斜度，倾斜,,
summation,n.总结，概要；总数，合计,,
fragrance,n.香料；香味,,
acerbic,a.苦涩的；刻薄的,,
consent,v.同意，允许,,
distraught,a.心神狂乱的,,
embryonic,a.胚胎的；萌芽期的,,
drudgery,n.苦工，苦活,,
investigate,v.调查,,
osmosis,n.渗透；(思想、观念)潜移默化,,
bromide,n.平庸的人或话；溴化物,,
insipid,adj.乏味的，枯燥的,,
tamper,v.干预，损害；(未经许可擅自)篡改,,
debate,n.正式的辩论，讨论,,
guttle,v.狼吞虎咽,,
hunch,n.直觉，预感,,
riot,v.参加暴动,,
opacity,n.不透明性；晦涩，难懂,,
hazy,a.朦胧的，不清楚的,,
rapt,a.专心致志的，全神贯注的,,
retort,v.反驳,,
grisly,a.恐怖的，可怕的,,
simulate,v.假装，模仿,,
rancid,a.不新鲜的，变质变味的,,
inchoate,a.刚开始的，未发展的，不成熟的,,
overcast,adj.阴天的，阴暗的,,
radicalism,n.激进主义,,
stunt,v.阻碍(成长)；n.特技，绝技,,
archer,n.(运动或战争中的)弓箭手，射手,,
rakish,a.潇洒的；放荡的，不拘俗套的,,
supple,a.伸屈自如的，柔软易弯曲的,,
annex,v.兼并，附加,,
striated,a.有条纹的,,
hoop,n.(桶之)箍，铁环,,
interlocking,a.连锁的；关联的,,
chafe,v.摩擦生热；擦痛；激怒,,
acolyte,n.(教士的)助手，侍僧,,
monolith,n.单块石块；单一的庞大组织,,
entreat,v.恳求,,
expostulate,v.(对人或行为进行)抗议；告诫,,
flake,v.使成薄片,,
tangy,a.气味刺激的，扑鼻的,,
petulance,n.发脾气，性急，暴躁,,
morale,n.士气，精神力量,,
artless,a.粗俗的；自然的,,
pungent,a.味道刺激的；苛刻的,,
xenophobe,n.惧外者，排外者,,
ornate,a.(贬)华美的；充满装饰的，重度装饰的,,
incriminate,v.连累，牵连，使显得有罪,,
congregate,v.聚集，集合,,
notable,a.明显的，出众的，重要的,,
nefarious,a.极恶毒的，邪恶的,,
elegiac,a.哀歌的，挽歌的  n.哀歌，挽歌,,
mobility,n.可动性，流动性,,
proclaim,v.宣告，宣布；表明，显示,,
ebb,v.退潮；衰退,,
famish,v.使饥饿,,
equity,n.公平，公正,,
flagrant,a.臭的，恶名昭彰的,,
detest,v.深恶，憎恶,,
redoubtable,a.可敬畏的，可怕的,,
espionage,n.间谍活动,,
gist,n.要点，要旨,,
awry,a.扭曲的，走样的,,
shifting,a.变动的；运动的,,
steady,adj.稳定的；不变的,,
consecrate,v.奉献，使神圣,,
sober,a.清醒的，未醉的；庄重的，认真的,,
overlap,v.部分重叠,,
contented,a.心满意足的,,
recompose,v.重写；重新安排,,
sanitize,v.使清洁,,
desist,v.停止，中止,,
capture,v.俘获；夺取或赢得；n.战利品,,
impatience,n.不耐烦，焦躁,,
ranching,n.大牧场,,
solitude,n.孤独，独居,,
obvious,a.明显的，显而易见的,,
cognitive,a.认知的；感知的,,
pane,n.窗格玻璃,,
audible,adj.听得见的,,
verdict,n.(陪审团的)裁决，裁定,,
wither,v.枯萎，凋零,,
preclude,v.避免，排除，阻止,,
untimely,a.过早的；不适时的,,
dint,v.击出凹痕,,
provoke,v.激怒；引起；驱使,,
sonorous,a.（声音)洪亮的,,
parsimony,n.过分节俭，吝啬,,
nubile,a.(女孩)到婚嫁年龄的；性感的，吸引人的,,
commodious,a.宽敞的,,
problematic,adj.成问题的；有疑问的，值得怀疑的；未知的，未解决的,,
harness,n.马具；v.束以马具；控制并利用,,
arduous,a.费力的，艰难的,,
penitent,a.后悔的，忏悔的,,
personally,adv.亲自，作为个人,,
ponder,v.仔细考虑,,
capacious,adj.容量大的，宽敞的,,
connoisseur,n.鉴赏家，行家,,
herbaceous,a.草本植物的,,
mumble,v.咕哝，含糊不清地说,,
ramshackle,a.(房屋，车辆)破旧不堪的,,
antiquity,n.古；古人；古迹,,
underbid,v.要价过低,,
convertible,a.可转换的；n.敞篷车,,
extemporize,v.即兴席演说,,
halfhearted,a.不认真的，不热心的,,
befriend,a.以朋友态度对待的,,
potent,a.强有力的，有影响力的；有效力的,,
condescending,a.谦逊的，故意屈尊的,,
detriment,n.损害，伤害,,
coy,a.腼腆的，忸怩的,,
additive,n.添加剂,,
eloquence,n.雄辩，口才，精彩演讲,,
evasive,a.迥避的，逃避的；托辞的,,
partition,n.隔开；隔墙,,
glamor,v.迷惑n.魔法，魔力；魅力,,
drool,v.流口水；胡说,,
traipse,v.漫步，闲荡,,
glee,n.欢喜，高兴,,
penetrate,v.刺穿；渗入；了解，洞察,,
supervise,v.监督，管理,,
modish,a.时髦的,,
imbibe,v.饮；吸入,,
crudity,n.粗糙，生硬,,
subdued,a.(光和声)柔和的，缓和的；(人)温和的,,
itinerant,a.巡回的,,
perennial,a.全年的；永久的,,
pledge,n.誓言，保证；v.发誓,,
stolid,adj.无动于衷的,,
glossary,n.词汇表；难词表(术语或专业词语汇编),,
obsolete,a.废弃的；过时的,,
regale,v.款待，宴请；使…享受，使…开心,,
disruptive,a.制造混乱的,,
auspices,n.资助，赞助,,
stir,v.刺激；搅拌,,
fossilize,v.使…成为化石；使…过时,,
mobile,a.易于移动的,,
spite,n.怨恨，恶意,,
scorn,n.轻蔑；v.轻蔑，瞧不起,,
serial,a.连续的，一系列的,,
cohesion,n.（人、物）内聚力，凝聚力,,
conclusive,a.最后的，结论的；确凿的，消除怀疑的,,
obsess,v.迷住；使…困窘，使…烦扰,,
civility,n.彬彬有礼，斯文,,
divulge,v.泄露，透露,,
waspish,a.易怒的；尖刻的,,
spree,n.狂欢,,
scald,v./n.烫伤，烫洗,,
blasphemy,n.亵渎，渎神,,
espy,v.(从远处等)突然看到,,
ungrudging,a.慷慨的,,
verifiable,adj.能作证的,,
nausea,n.作呕，恶心,,
enmity,n.敌意，仇恨,,
subservient,a.次要的，从属的,,
collusion,n.共谋，勾结,,
recherche,a.精心挑选的；异国风味的,,
vandalize,v.肆意破坏(公物),,
pensive,a.沉思的；忧心忡忡的,,
archetype,n.原型；典型例子,,
stalk,v.隐伏跟踪，悄悄接近(猎物),,
obnoxious,a.令人不愉快的；可憎的,,
observant,a.密切注意的，警惕的；遵守的；敏锐的,,
mitigant,a.缓和的 n.缓和物,,
accuracy,n.精确，准确,,
regime,n.政权，政治制度,,
tiff,n.口角，小争吵,,
versatile,a.多才多艺的；多用途的,,
resent,v.憎恶，愤恨,,
steadiness,n.稳健，坚定,,
quack,n.冒充内行之人；庸医,,
associate,a.联合的；n.合伙人；v.将人或事物联系起来,,
renounce,v.(正式)放弃,,
cranky,a.怪癖的；不稳的,,
countenance,v.赞成，批准，支持；容忍；n.面部表情，面貌,,
enormous,a.极大的，巨大的,,
complementary,a.互补的,,
premature,a.过早的，提前的；早产的,,
philology,n.语文学，语文研究,,
escapism,n.逃避现实(的习气),,
cellular,a.细胞的；蜂窝式的,,
beseech,v.恳求,,
reputation,n.名声,,
agenda,n.议程,,
pursuit,n.追赶；职业,,
evict,v.(依法)驱逐,,
burnish,v.擦亮，磨光,,
ragtime,n.拉格泰姆音乐(黑人爵士乐)；a.使人发笑的，滑稽的,,
char,v.烧焦；使…燃烧成焦炭,,
schematic,a.纲要的，图解的,,
erudite,a.博学的，饱学的,,
dissipate,v.(使)驱散；浪费,,
graze,v.(动物)吃(地上长的)草；放牧,,
infringe,v.违反，侵害(法规，协议),,
bustle,v.奔忙，忙乱 n.喧闹，熙熙攘攘,,
flunk,v.（考试）不及格,,
brownish,adj.成褐色的,,
foreshadow,v.预示,,
perfume,n.香味，香水,,
reverberate,v.起回声，回响,,
drenched,a.湿透的,,
perquisite,n.固定津贴，利益，好处,,
tyranny,n.暴政，专制统治；暴行,,
escalation,n.逐步上升，逐步增强,,
awe,n./v.敬畏,,
temerity,n.鲁莽，大胆,,
pivotal,a.中枢的；极其重要的，关键的,,
overrate,v.对···评价过高,,
undercut,v.削价与(竞争者)抢生意,,
folly,n.愚蠢；愚蠢的行为，思想或做法,,
compel,v.强迫,,
economize,v.节约，节省,,
fathom,n.英寻(量水深用，相当于1.83米)；v.彻底明白，了解,,
disjunction,n.分离，分裂,,
embarrass,v.使忸怩，使难堪,,
ensue,v.继而发生,,
predispose,v.使预先有倾向；使易受感染,,
recalcitrant,a.顽抗的，不服从的，不守纪律的,,
choppy,a.波浪起伏的； （风）不断改变方向的,,
acquiesce,v.勉强同意，默许,,
ciliate,a.有纤毛的；有睫毛的,,
inherently,adv.固有的，天性的,,
sheen,n.光辉，光泽,,
cephalic,a.头的，头部的,,
impuissance,n.无力，虚弱,,
mesmerism,n.催眠术，催眠引导法,,
prong,v.刺，贯穿  n.叉子；齿状物,,
rip,v.撕，撕裂,,
amicably,adv.友善的,,
nonchalant,a.冷漠的，不感兴趣的；沉着的,,
foreclose,v.排除；取消（抵押品）赎回权,,
quandary,n.困惑，进退两难,,
accede,v.同意,,
rampage,v.狂暴地乱冲；n.暴怒，暴行,,
whistle,n.口哨，口哨声；汽笛声；v.吹口哨,,
repose,n./v.休息，安睡,,
den,n.兽穴，窝,,
fluctuate,v.波动；变化,,
versant,a.精通的 n.山坡；斜坡,,
claustrophobic,a.(患)幽闭恐怖症的，导致幽闭恐惧症的,,
embitter,v.使痛苦，使难受,,
blunt,a.钝的；直率的；v.变钝,,
charity,n.仁慈；施舍,,
phoenix,n.凤凰，长生鸟，永生或再生的象征,,
amiability,n.亲切，友善,,
disorganize,v.扰乱，使混乱,,
contemplate,v.深思,,
garner,v.把…储入谷仓；收藏，积累；获得,,
rattle,v.使格格作响；使慌乱,,
fetid,a.有恶臭的,,
slosh,v.泼，溅 n.泥泞,,
array,v.部署；n.陈列；大批,,
dogmatism,n.教条主义，武断,,
glance,v./n.一瞥,,
finite,a.有限的,,
moldy,a.发霉的,,
off-key,a.走调的，不和谐的,,
reticent,a.沉默不语的，有保留的,,
symbiosis,n.(生)共生(关系),,
strip,v.剥去(衣物，覆盖物，零件)；剥夺(名誉，地位)；n.狭长的一片,,
upsurge,n.高涨，高潮,,
stiffen,v.使硬，使僵硬,,
immunity,n.免疫；豁免,,
revitalize,v.使重新充满活力，使新生，使再兴,,
incongruent,a.不协调的，不和谐的，不合适的,,
reciprocity,n.相互性，互惠,,
frolic,n.嬉戏；雀跃 v.嬉戏,,
superficially,adv.表面上地,,
wax,n.蜡；v.给…打蜡；渐满，逐渐增大,,
wavy,a.波状的，多浪的；波动起伏的,,
plateau,n.高原；平稳的状态,,
concurrent,a.并发的；协作的，一致的,,
decipher,v.解开(疑团)；破译(密码),,
sate,v.使心满意足；使厌腻,,
shuttle,v.穿梭移动，往返运送,,
segment,n.一部分,,
curdle,v.使凝结，变稠,,
threadbare,a.磨破的；陈腐的,,
taut,a.绷紧的，拉进的,,
intelligible,a.可(易)了解的，清晰的,,
retrieve,v./n.寻回，取回；挽回(错误),,
stocky,a.矮胖的，粗壮的,,
ephemeral,a.朝生暮死的，短暂的；生命短暂的,,
dissertation,n.专题论文,,
sever,v.断绝，分离,,
ascent,n.上升，攀登；提高，提升,,
oratory,n.演讲术,,
grovel,v.摇尾乞怜，奴颜婢膝,,
short-sightedness,n.目光短浅，近视,,
apostate,n.背教者；变节者,,
self-deprecating,adj.自贬的,,
sharpen,v.削尖；使敏锐，使敏捷,,
contemptible,a.令人轻视的,,
spell,n.连续的一段时间；拼写；咒语,,
irrational,a.不理智的，不合理的,,
cinder,n.余烬，矿渣,,
plait,n.发辫；v.编成辫,,
understated,a.不完全陈述的，轻描淡写的,,
remittance,n.汇款,,
flaunty,a.炫耀的，张扬的,,
diminution,n.减少，缩减,,
obstinacy,n.固执，倔强，顽固,,
terminus,n.(火车，汽车)终点站,,
stained,adj.污染的，玷污的,,
forbear,v.克制；忍耐,,
partiality,n.偏袒，偏心,,
transfigure,v.美化，改观(外表),,
confiscate,v.没收；充公,,
increment,n.增值，增加,,
idiosyncracy,n.特质,,
equilibrium,n.平衡,,
rumple,v.弄皱，弄乱,,
sentient,a.有感觉能力的，察觉到的,,
befuddle,v.使迷惑不解，使酒醉昏迷,,
sheltered,a.遮蔽的,,
famine,n.饥荒,,
byzantine,a.错综复杂的,,
ballot,n./v.投票,,
strenuous,a.奋发的；热烈的,,
recklessness,n.鲁莽，轻率,,
distinctive,a.出众的，有特色的,,
gnaw,v.一口口啃，咬；腐蚀，侵蚀,,
yowl,v.嚎叫，恸哭,,
decamp,v.（士兵)离营；匆忙秘密地离开,,
observance,n.(对法律、习俗等的)遵守，奉行,,
self-assured,adj.有自信的,,
agape,a./adv. （嘴）大张着的,,
consensus,n.意见一致,,
underrate,v.低估，轻视，对…评价过低,,
punctilious,a.谨慎的，一丝不苟的,,
stagy,a.不自然的，做作的,,
partisan,n.党派支持者；党徒,,
culpable,a.有罪的，该受谴责的,,
oppose,v.反对,,
oven,n.烤箱，烤炉，灶,,
genuine,a.真的；真诚的,,
palliate,v.减轻(痛苦)；掩饰(罪行),,
deceptive,adj.欺骗的，导致误解的,,
scruple,n.顾忌，迟疑；v.顾忌,,
zest,n.刺激性;极大的快乐，兴趣,,
occasional,adj.偶尔的；特殊场合的；不经常的,,
intrinsic,a.固有的，内在的，本质的,,
formation,n.组织，形成；(军队)编队,,
sly,a.狡猾的，狡诈的,,
wield,v.支配，控制；行使权力,,
unprovoked,a.(生气等)无缘无故的,,
devotee,n.爱好者，献身者,,
fractious,a.(脾气)易怒的，好争吵的,,
humility,n.谦逊，谦恭,,
deterrent,a.威慑的，制止的,,
cumber,v.拖累，妨碍,,
assure,v.向某人保证，确信,,
smarmy,a.虚情假意的,,
topographical,a.地形学的,,
reparation,n.赔偿，补偿,,
bleak,a.寒冷的；阴沉的；阴郁的，暗淡的,,
determinant,n.决定因素；a.决定性的,,
newsworthy,a.有新闻价值的，有报道价值的,,
benign,a.（病）良性的；亲切和蔼的；慈祥的,,
yummy,美味的，可口的,,
nonchalantly,adv.冷淡地，冷漠地,,
archaeology,n.考古学,,
suffragist,n.参政权扩大论者；妇女政权论者,,
overbearing,a.专横的，独断的,,
bondage,n.奴役，束缚,,
supplant,v.取代，排挤,,
compulsion,n.强迫；难以抗拒的冲动，欲望,,
cometary,a.彗星的,,
petal,n.花瓣,,
scorching,a.灼热的,,
bouncing,a.活泼的；健康的,,
solvent,a.有偿债能力的；n.溶剂,,
tremor,n.震动，地震，颤抖，战栗,,
amplify,v.放大；详述,,
consternation,n.大为吃惊，惊骇,,
constellation,n.星座，星群；一群杰出人物,,
privacy,n.隐居；隐私；秘密,,
rebuttal,n.反驳,,
sacrament,n.圣礼，圣事,,
killjoy,n.令人扫兴的人,,
nauseate,v.使作呕，使厌恶,,
fragmentary,adj.碎片的，片段的,,
budget,n.预算,,
smattering,n.略知，一知半解；少数，少量,,
amenable,a.愿顺从的，愿接受的,,
polarize,v.使…两极分化,,
prophecy,n.预言,,
inexpiable,a.不能补偿的,,
testify,v.见证，证实(尤指出庭),,
distort,v.扭曲，弄歪,,
glandular,a.腺状的，腺的,,
serenade,n.夜曲,,
permissive,a.过分纵容的,,
swathe,v.包，绑，裹,,
cajole,v.(以甜言蜜语)哄骗,,
eccentric,a.古怪的，反常的，没有共同圆心的；n.古怪的人,,
pound,v.猛击，连续重击;（心脏）狂跳，怦怦地跳,,
candid,a.率直的,,
perpetrate,v.犯罪；负责,,
preamble,n.(书，演讲)前言，序言；事情的先兆,,
beholden,a.感谢；欠人情,,
surge,v.波涛汹涌，波动,,
quarrel,n.争吵,,
clog,n.障碍； v.阻塞,,
misdirect,v.误导,,
requisite,n.必需物；a.必要的,,
compact,a.结实的；简洁明了的；n.合同，协议,,
demystify,v.弄清楚,,
slippage,n.(价值，价格)滑动，下降,,
glisten,v.(潮湿或光洁的物体表面反射)闪烁，闪耀,,
bray,v.大声而刺耳地发出(叫唤或声音）,,
repugnant,a.令人厌恶的,,
terse,a.简明的，简洁的,,
beneficent,a.慈爱的；有益的,,
communal,a.全体共用的，共享的,,
scorch,v.烤焦，烧焦,,
undistorted,a.未失真的,,
constrict,v.压缩，收缩,,
underlying,a.在下面的，根本的,,
nullify,v.使无效，取消,,
nonplus,v.使窘困迷惑；n.迷惑，窘境,,
fallible,a.（人）会犯错的，易犯错的,,
earring,n.耳环，耳饰,,
squabble,n.大声争吵(尤指为琐事),,
abuse,v./n.辱骂; 滥用,,
hereditary,a.世袭的，祖传的；遗传的,,
cloy,v.生腻，吃腻,,
overinflated,a.过度充气的,,
vertical,a.垂直的，直立的,,
trespass,v.侵犯，闯入私人领地,,
neurology,n.神经学,,
salvage,n./v.(从灾难中)抢救，海上救助,,
languid,a.没精打采的，倦怠的,,
friend,n.赞助者，支持者,,
olfactory,a.嗅觉的,,
particularize,v.详述，逐一列举,,
to-do,n.喧闹，骚乱,,
squat,v.蹲下；a.(贬)矮胖的,,
wordy,a.冗长的，多言的,,
overcrowded,v.使过度拥挤,,
pretension,n.自傲，骄傲；要求，主张,,
plenitude,n.完全，充分；大量,,
undiscovered,adj.未被发现的,,
wicked,a.极坏的；淘气的,,
charisma,n.(大众爱戴的)领袖气质；魅力,,
flag,v.减弱，衰退；（植物）枯萎,,
charitable,a.仁慈的；宽厚的,,
spatter,v.洒，溅,,
straggle,v.迷路；落伍；蔓延,,
gratuitous,a.无缘无故的；免费的,,
slay,v.杀戮，杀死,,
default,v./n.拖债；未履行的责任；违约,,
subvert,v.颠覆，推翻(政治制度，信仰),,
stubby,a.短粗的,,
untainted,a.无污点的,,
fatuity,n.愚蠢，愚昧,,
dysfunctional,a.功能失调的,,
acrobat,n.特技演员，杂技演员,,
settle,v.安置于；决定，解决；栖息，停歇一时,,
collaborative,adj.协作的,,
dainty,n.精美食品；a.娇美的；挑剔的,,
evergreen,adj.常绿的,,
fraternal,a.兄弟的，兄弟般的,,
perverse,a.刚愎自用的，固执的,,
environ,v.包围，围绕,,
fanciful,a.幻想的，奇特的,,
eschew,v.避开，戒绝,,
collateral,a.平行的；旁系的，次要的，附属的；n.担保品,,
prescience,n.预知，先见,,
equivocate,v.模棱两可地说，支吾其词，说谎,,
ordeal,n.严峻考验，痛苦经验,,
vitiate,v.削弱，损害,,
deflect,v.偏离，转向,,
diurnal,a.白昼的，白天的,,
enlightening,a.有启迪作用的；使人领悟的,,
protract,v.(贬)延长，拖长,,
aspire,v.向往，有志于,,
fervor,n.热诚，热心,,
grind,n.枯燥乏味的工作；v.磨碎，碾碎,,
edify,v.(思想)陶冶，启发,,
cold-blooded,a.[生]冷血的；残酷的,,
kin,n.亲属,,
interjection,n.插入语；感叹词,,
insouciance,n.漠不关心，漫不经心,,
oracular,adj.神谕的，玄妙难懂的,,
reportorial,a.记者的；纪实的,,
bruise,v.受伤，擦伤,,
etymology,n.语源学,,
puffery,n.极力称赞，吹捧，夸大广告,,
category,n.类别，范畴,,
hortative,a.激励的；劝告的,,
dormancy,n.休眠状态,,
pushy,a.有进取心的，爱出风头的，固执己见的,,
boredom,n.厌烦；令人厌烦的事物,,
plangent,a.(声音)轰鸣的；(声音)悲哀的,,
plain,a.简单的；清楚的；n.平原,,
grouch,n.牢骚，不满；好抱怨的人,,
defiant,adj.反抗的，挑衅的,,
demarcate,v.划分，划界,,
disjunctive,a.分离的，相反的,,
barbarous,a.野蛮的；残暴的,,
extricate,v.摆脱，脱离；拯救，救出,,
assuming,a.傲慢的，自大的,,
disclaim,v.放弃权利；拒绝承认,,
frowzy,a.不整洁的，污秽的,,
imputation,n.归咎，归罪,,
conspire,v.阴谋，共谋,,
monochromatic,a.单色的,,
bile,n.胆汁；愤怒,,
quota,n.定额，配额,,
sweep,v.席卷，扫过,,
ingress,n.进入,,
buffet,v.反复敲击；连续打击,,
verbiage,n.废话，冗词,,
dissent,v.不同意，持异议,,
cello,n.大提琴,,
exult,v.欢腾，喜悦,,
prevaricate,v.支吾其词，搪塞，说谎,,
transgress,v.违背(法律或道德的限度),,
inclement,a.(天气)严酷的；严厉的,,
naturalistic,adj.自然主义的,,
uproarious,a.骚动的，喧嚣的；令人捧腹(大笑)的，非常有趣的,,
terminate,v.终止，结束,,
suspicion,n.怀疑，觉察，嫌疑,,
crimp,v.使起皱，使（头发）卷曲；抵制，束缚,,
underling,n.下属，手下,,
bemused,a.茫然的，困惑的,,
culminate,v.达到顶点，使达到最高点,,
sear,v.(以烈火)烧灼，烧焦,,
gratuity,n.赏钱，小费,,
fertilize,v.受精，受粉；施肥,,
avocational,a.副业的，嗜好的,,
fallow,n.休耕地；a.(土地)休耕的,,
regressive,a.退步的，退化的,,
adventitious,a.偶然的,,
subsidize,v.津贴，资助,,
opinionated,a.固执己见的,,
gabble,v.急促而不清楚的说,,
proliferate,v.迅速繁殖；激增,,
insouciant,adj.漫不经心的,,
cantankerous,a.脾气坏的，好争吵的,,
periphery,n.不重要的部分；外围,,
rarefy,v.使稀少，使稀薄,,
unconvinced,adj.不信服的,,
pother,n.喧闹，骚动,,
duplicity,n.欺骗，口是心非,,
cater,v.迎合；提供饮食及服务,,
untrustworthy,adj.不能信赖的，靠不住的,,
crackpot,n.怪人，疯子；狂想家,,
hasty,a.急急忙忙的,,
tusk,n.(象)长牙,,
pinpoint,v.精确地找出或描述；a.非常精确的,,
whiff,n.（风、烟等的）一阵；v.轻吹,,
objective,a.客观的；n.目标,,
formalized,a.形式化的，正式的,,
viscid,a.粘性的,,
obloquy,n.大骂，公开斥责,,
self-sufficient,adj.自给自足的,,
counterpart,n.相对应或具有相同功能的人或物,,
erratic,a.无规律的，反复无常的；古怪的,,
intact,a.完整无损的，未动过的,,
mordant,a.讥讽的，尖酸的,,
reliance,n.信赖，信任,,
cavil,v.挑毛病，吹毛求疵,,
conceit,n.自负，自大,,
assess,v.确定，评定；估计…的质量,,
vacillate,v.举棋不定，踌躇,,
piecemeal,a.一件一件的，零件的,,
ballad,n.歌谣，小曲,,
counteract,v.消除，抵消,,
morbid,a.病态的，不正常的,,
yank,v.猛拉，拽,,
diversity,n.多样，千变万化,,
irritable,a.易怒的；易受刺激的,,
aspiration,n.抱负，热望,,
invoice,n.发票，发货清单 v.给开发票,,
remunerate,v.酬劳，赔偿,,
comma,n.逗号,,
raspy,a.(声音)刺耳的；恼人的,,
inscribe,v.在某物上写，题(词，字),,
aloof,a.冷淡的，疏远的,,
gullible,a.易受骗的,,
offish,a.冷淡的，疏远的,,
torrential,a.奔流的，洪流的，湍急的,,
whimsical,a.古怪的，异想天开的；反复无常的,,
buoyant,a.有浮力的；快乐的,,
sneaking,a.鬼鬼祟祟的，私下的,,
fluke,n.侥幸；意想不到的事,,
steadfast,a.(褒)忠实的；不变的，坚定的,,
irony,n.反话；(有讽刺意味的)出人意料的事情或情况,,
rescind,v.废除，取消(法规，合同),,
daredevil,a./n.胆大的(人)，冒失的(人),,
affordable,a.能够支付的,,
appeal,v.恳求；吸引；上诉,,
bid,v.命令；出价，投标,,
codify,v.将法律、规则等编成法典,,
subjugate,v.征服，镇压,,
vicious,a.邪恶的，堕落的；恶意的；危险的,,
signature,n.签名，署名,,
acquit,v.宣告无罪；脱卸义务和责任；还清(债务),,
spinal,a.脊骨的，脊髓的,,
alternative,adj.轮流的，交替的；两者合一的,,
unobtrusive,a.不引人注目的,,
indignant,a.愤慨的，愤愤不平的,,
chronic,a.慢性的，长期的,,
spurn,n.拒绝，摈弃,,
refute,v.驳斥,,
resign,v.委托；放弃；辞职,,
trauma,n.创伤，外伤,,
abatement,n.减轻，减少,,
ecstasy,n.狂喜；出神，入迷,,
obsequious,a.(贬)逢迎的，谄媚的,,
distrait,a.心不在焉的,,
philately,n.集邮,,
aberrant,a.越轨的；异常的,,
damp,v.减弱，制止振动；a.潮湿的,,
engulf,v.吞噬,,
accountability,n.负有责任,,
ragged,a.破烂的,,
amass,v.积聚,,
apathetic,a.无感情的；无兴趣的,,
surpass,v.超过,,
reprehensible,a.应受谴责的,,
simonize,v.给…打蜡，把…擦亮,,
swift,a.迅速的；敏捷的,,
sun-bronzed,adj.被太阳晒成古铜色的,,
hammer,n.锤子，槌,,
toady,n.谄媚者，马屁精,,
variance,n.矛盾，意见不一；不同，变化,,
stimulant,n.兴奋剂，刺激物,,
subpoena,n.(法律)传票；v.(用传票)传讯,,
dissect,v.解剖,,
altruism,n.利他主义；无私,,
gesticulate,v.做手势表达,,
aspersion,n.诽谤，中伤,,
torpor,n.懒散；迟钝,,
cleave,v.劈开；分裂,,
sentiment,n.多愁善感，思想感情,,
dally,v.闲荡，嬉戏,,
restiveness,n.倔强，难以驾御,,
chromosome,n.染色体,,
cordiality,n.诚恳，热诚,,
preternatural,a.异常的；超自然的,,
profound,a.深的，深刻的；渊博的，深奥的,,
aquiline,a.鹰的，似鹰的,,
opposed,adj.反对的,,
critique,n.批评性的分析,,
adhere,"v.粘着；依附,拥护",,
residue,n.剩余物,,
gestate,v.怀孕，孕育；构思,,
slipperiness,n.滑溜；防滑性,,
oblique,a.间接的，不坦率的；斜的,,
oleaginous,a.油腻的；圆滑的，满口恭维的,,
attest,(to)v.证明,,
realign,v.重新组合(排列),,
palliative,n.缓释剂；a.减轻的，缓和的,,
well-deserved,adj.当之无愧的，罪有应得的,,
toy,v.不认真地考虑；漫不经心地玩弄,,
encroach,v.逐步侵占，蚕食,,
consciousness,n.意识，观念；清醒状态；知觉,,
earthshaking,a.极其重大或重要的,,
rudimentary,a.（贬）初步的；未充分发展的，发育不成熟的,,
insatiably,adv.不知足的，贪得无厌的,,
ridge,n.脊(如屋脊，山脊等)，隆起物,,
tactile,a.触觉的,,
drowsy,a.昏昏欲睡的,,
munificence,n.慷慨，礼物的丰厚,,
sympathetic,a.有同情心的,,
homogeneity,n.同种，同质,,
impeccable,a.无瑕疵的，无错误的,,
domain,n.领土；领域,,
verbatim,a.逐字的，（完全）照字面的,,
dissimilar,adj.不同的，不相似的,,
defecate,v.澄清；净化,,
reprobate,v.非难，斥责；adj./n.堕落的(人),,
ooze,v.慢慢地流，渗出；（勇气）逐渐消失,,
ornery,a.顽固的，爱争吵的,,
vertigo,n.眩晕，晕头转向,,
encyclopedia,n.百科全书,,
commonplace,a.平常的，平庸的,,
scamper,v.奔跑，蹦蹦跳跳,,
doctrine,n.教义，主义；学说,,
prescient,adj.有先见的，预知的,,
rig,v.（用不正当手段）操纵，垄断,,
untamed,a.未被驯服的,,
mite,n.极小量；小虫，螨虫,,
structure,n.结构 v.建造,,
fabric,n.纺织品；结构,,
rind,n.(瓜、果等的)硬外皮,,
drastic,a.猛烈的，激烈的,,
affiliation,n.联系，联合,,
supernova,n.超新星,,
allure,v.引诱，诱惑,,
antidote,n.解毒药,,
pharmaceutical,a.制药的,,
advertise,v.做广告,,
devoid,a.空的；缺少的,,
hangdog,a.忧愁的；低贱的,,
negligibly,adv.无足轻重的，不值一提的,,
auspicious,a.幸运的；吉兆的,,
audience,n.观众，听众,,
gulp,v.吞食，咽下；抵制，忍住,,
remorse,n.懊悔，悔恨，自责,,
eidetic,a.印象异常清晰的；极为逼真的,,
voyeur,n.窥淫癖者,,
interminable,a.(贬)无尽头的，持续过久的,,
bleach,v.去色，漂白；n.漂白剂，漂白的行为,,
excrete,v.排泄，分泌,,
occult,a.秘密的，不公开的,,
amorphous,a.无定形的,,
astute,a.机敏的，精明的,,
